0	2	3577
1	2	4692
2	2	3994
3	2	2935
4	2	144
5	0	2919
5	1	4010
6	0	111
6	1	4010
7	2	1460
8	0	2919
8	1	1284
9	2	4114
10	2	599
11	2	2496
12	2	555
13	0	359
13	1	1284
14	2	1351
15	0	2919
15	1	1460
16	2	4075
17	2	1570
18	2	1338
19	2	5173
20	2	1614
21	2	661
22	2	999
23	2	1396
24	2	3736
25	2	4233
26	2	2360
27	2	2450
28	2	8
29	2	3386
30	0	2919
30	1	3989
31	2	4448
32	0	4126
32	1	1866
33	2	166
34	0	3507
34	1	4075
35	2	1900
36	0	111
36	1	4075
37	2	4413
38	0	111
38	1	2939
39	2	887
40	2	1389
41	2	297
42	2	956
43	0	218
43	1	4010
44	2	1083
45	2	2269
46	0	2919
46	1	555
47	2	1669
48	2	2568
49	0	2919
49	1	1371
50	2	191
51	0	2237
51	1	2939
52	0	2932
52	1	1284
53	2	4386
54	2	327
55	2	3815
56	2	1731
57	0	2919
57	1	1775
58	2	3479
59	0	3168
59	1	1284
60	2	2285
61	0	359
61	1	1441
62	0	359
62	1	555
63	0	111
63	1	1371
64	2	3848
65	2	3704
66	2	3340
67	0	3109
67	1	1866
68	0	2359
68	1	4010
69	2	3727
70	2	3830
71	2	4840
72	2	1771
73	0	111
73	1	2047
74	0	111
74	1	2790
75	2	2449
76	2	2504
77	2	3795
78	0	1072
78	1	4010
79	0	2631
79	1	4010
80	2	1670
81	0	111
81	1	2367
82	0	3168
82	1	1634
83	0	1854
83	1	4010
84	2	4558
85	0	3646
85	1	1284
86	0	3189
86	1	4114
87	0	4538
87	1	2939
88	0	111
88	1	1396
89	2	1719
90	2	1025
91	0	2919
91	1	3340
92	2	2281
93	2	4155
94	0	3980
94	1	2790
95	2	3708
96	0	2919
96	1	2279
97	0	2932
97	1	4692
98	0	3168
98	1	1441
99	0	3168
99	1	2790
100	0	3980
100	1	1460
101	2	4852
102	2	585
103	0	4610
103	1	1460
104	2	101
105	2	2743
106	0	1658
106	1	1791
107	2	3635
108	2	1603
109	0	111
109	1	2547
110	2	5138
111	2	3770
112	2	923
113	0	4300
113	1	3989
114	2	1039
115	0	1072
115	1	999
116	0	1361
116	1	494
117	0	2932
117	1	1775
118	0	3168
118	1	2935
119	2	1868
