0	2	1240
1	2	2726
2	0	1422
2	1	1593
3	0	1422
3	1	3265
4	2	3017
5	2	31
6	2	3112
7	2	1329
8	2	2683
9	0	2398
9	1	1593
10	2	401
11	2	3032
12	2	2253
13	2	2519
14	2	3382
15	2	1394
16	0	1422
16	1	1448
17	0	1422
17	1	1385
18	2	1586
19	0	2260
19	1	1385
20	2	2162
21	0	3356
21	1	428
22	2	2622
23	2	2553
24	2	933
25	2	2943
26	2	3014
27	2	807
28	2	1583
29	2	1473
30	2	840
31	0	1422
31	1	1586
32	0	2260
32	1	1448
33	2	527
34	2	2645
35	2	406
36	0	2398
36	1	1448
37	2	1435
38	0	1193
38	1	934
39	0	1193
39	1	428
40	2	1386
41	2	463
42	2	720
43	2	1249
44	0	3201
44	1	3265
45	0	2260
45	1	2162
46	2	3451
47	0	2141
47	1	3265
48	0	2738
48	1	1593
49	2	1774
50	2	1947
51	2	2359
52	0	2141
52	1	1593
53	2	1259
54	2	173
55	0	1422
55	1	488
56	0	315
56	1	3265
57	2	1496
58	2	1510
59	2	1414
60	0	1422
60	1	1329
61	0	2398
61	1	1513
62	2	1942
63	2	2020
64	0	2260
64	1	185
65	0	659
65	1	1586
66	2	1550
67	2	1503
68	0	2260
68	1	2692
69	2	701
70	2	2132
71	2	1731
72	2	1517
73	2	67
74	0	2260
74	1	1473
75	2	2244
76	0	1411
76	1	1593
77	2	2743
78	0	1422
78	1	910
79	0	2141
79	1	2692
80	2	2075
81	0	2846
81	1	1473
82	0	659
82	1	644
83	0	479
83	1	1394
84	2	3080
85	0	2548
85	1	2692
86	0	659
86	1	2162
87	0	104
87	1	2683
88	2	698
89	0	2398
89	1	1818
90	0	1031
90	1	1593
91	0	2548
91	1	1914
92	0	1422
92	1	2411
93	0	2260
93	1	2411
94	2	905
95	2	2921
96	2	2483
97	2	2407
98	2	2231
99	0	1422
99	1	2345
100	0	2548
100	1	1586
101	0	2260
101	1	1914
102	0	38
102	1	3265
103	0	2141
103	1	185
104	2	3407
105	0	2790
105	1	3271
106	0	3201
106	1	1593
107	0	1422
107	1	1435
108	0	2671
108	1	2162
109	0	2141
109	1	1240
110	0	3221
110	1	1448
111	2	553
112	0	2398
112	1	428
113	2	9
114	2	1893
115	2	3232
116	2	2224
117	0	1855
117	1	1818
118	2	2681
119	0	443
119	1	1385
120	2	1723
121	0	1422
121	1	840
122	0	2141
122	1	1513
123	2	239
124	0	1540
124	1	3265
125	0	1422
125	1	1723
126	2	958
127	0	2548
127	1	185
128	2	3011
129	0	659
129	1	934
130	2	149
131	2	3438
132	0	1540
132	1	1394
133	2	2283
134	0	2260
134	1	2153
135	2	1745
136	0	1340
136	1	1593
137	0	2398
137	1	729
138	2	3178
139	2	1267
140	0	1422
140	1	729
141	2	1074
142	2	2063
143	0	2184
143	1	2162
144	0	2738
144	1	2726
145	2	432
146	0	1422
146	1	3263
147	2	3495
148	2	585
149	0	1427
149	1	2162
150	2	2647
151	0	3489
151	1	1385
152	2	2714
153	2	1713
154	0	610
154	1	3265
155	0	1422
155	1	2693
156	0	1422
156	1	795
157	0	1411
157	1	1240
158	0	1193
158	1	2692
159	2	1136
160	0	3221
160	1	3265
161	0	2141
161	1	1394
162	0	2260
162	1	1329
163	2	2324
164	0	2790
164	1	3265
165	0	443
165	1	1448
166	0	2260
166	1	840
167	0	2538
167	1	1394
168	0	2039
168	1	2540
169	2	3175
170	0	2260
170	1	428
171	2	1429
172	0	1422
172	1	3111
173	0	2398
173	1	1435
174	0	104
174	1	1653
175	2	210
176	2	1691
177	0	2846
177	1	3265
178	2	2572
179	2	1033
180	0	1422
180	1	2665
181	2	23
182	2	1398
183	2	805
184	0	2671
184	1	1385
185	0	1193
185	1	1329
186	0	1855
186	1	910
187	0	1551
187	1	3176
188	0	3007
188	1	3265
189	0	1422
189	1	2619
190	0	2398
190	1	590
191	2	782
192	2	911
193	0	443
193	1	1329
194	0	1167
194	1	1593
195	0	2260
195	1	910
196	2	2972
197	2	3487
198	2	2037
199	2	851
200	0	303
200	1	2683
201	2	756
202	2	1920
203	2	3048
204	0	104
204	1	910
205	2	1220
206	0	38
206	1	2726
207	2	3394
208	2	974
209	0	1427
209	1	1586
210	2	2592
211	2	3280
212	2	2271
213	0	516
213	1	3265
214	0	38
214	1	1385
215	0	2260
215	1	1723
216	0	2613
216	1	428
217	2	1514
218	2	1935
219	2	346
220	0	659
220	1	401
221	0	2260
221	1	2645
222	2	1737
223	0	2398
223	1	1473
224	2	3233
225	0	479
225	1	3265
226	2	2408
227	2	714
228	0	663
228	1	1593
229	0	659
229	1	1240
230	0	2738
230	1	1550
231	2	1206
232	2	442
233	0	1411
233	1	185
234	2	728
235	0	1422
235	1	1081
236	2	1819
237	0	2260
237	1	795
238	0	104
238	1	1818
239	2	2666
240	2	1165
241	0	3007
241	1	1593
242	0	2671
242	1	1774
243	0	659
243	1	1774
244	0	2738
244	1	185
245	2	500
246	0	2260
246	1	2693
247	0	659
247	1	1496
248	2	3046
249	2	3256
250	0	443
250	1	428
251	0	1427
251	1	1593
252	0	2163
252	1	1593
253	0	1411
253	1	1774
254	0	1129
254	1	1394
255	0	3201
255	1	1448
256	0	1724
256	1	428
257	0	1193
257	1	850
258	2	3262
259	0	2738
259	1	934
260	0	2738
260	1	1473
261	2	2316
262	0	2398
262	1	401
263	0	492
263	1	3265
264	2	3198
265	0	299
265	1	3265
266	0	183
